id,gen,sp,en,rec,cnt,loc,lat,lng,alt,type,sex,stage,method,url,file,file-name,lic,q,length,time,date,uploaded,also,rmk,bird-seen,animal-seen,playback-used,temp,regnr,auto,dvc,mic,smp
329092,Crypturellus,obsoletus,Brown Tinamou,Fernando Igor de Godoy,Brazil,"Ramal Seringal Cachoeira, Xapuri, Acre",-10.8954,-68.3632,260,song,,,field recording,//xeno-canto.org/329092,https://xeno-canto.org/329092/download,XC329092-Crypturellus obsoletus(song)AssisBrasilAC260613.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,no score,1:12,07:30,2013-06-26,2016-07-28,[],,no,no,no,,,no,,,48000
739149,Crypturellus,obsoletus,Brown Tinamou,Daniel Hinckley,Brazil,"Guarau, Peruibe, Sao Paulo",-24.3701,-47.0226,80,song,uncertain,adult,field recording,//xeno-canto.org/739149,https://xeno-canto.org/739149/download,XC739149-20220726-0730-BrownTinamou-Song.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:11,09:04,2022-07-26,2022-07-26,['Brotogeris tirica'],Unfiltered natural song via Song Meter Mini.,no,no,no,,,no,,,44100
699403,Crypturellus,obsoletus,Brown Tinamou,András Schmidt,Brazil,"Ubatuba, São Paulo",-23.4658,-45.1594,30,,uncertain,uncertain,field recording,//xeno-canto.org/699403,https://xeno-canto.org/699403/download,XC699403-Crypturellus obsoletus150622 (online-audio-converter.com).mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:07,07:55,2015-06-22,2022-01-29,[],"No modification. Call from the rainforest, the bird was not seen.",no,no,yes,,,no,,,44100
698117,Crypturellus,obsoletus,Brown Tinamou,Tulio Dornas,Brazil,Trilha do Tanque Grande,-20.1008,-43.4922,1300,song,uncertain,,field recording,//xeno-canto.org/698117,https://xeno-canto.org/698117/download,XC698117-Crypturellus_obsoletus-4172523.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:57,06:30,2021-01-07,2022-01-21,[],,no,no,no,,,no,,,48000
657841,Crypturellus,obsoletus,Brown Tinamou,Dante Buzzetti,Brazil,"Bopiranga, Itanhaém, São Paulo",-24.1859,-46.9118,10,song,,,field recording,//xeno-canto.org/657841,https://xeno-canto.org/657841/download,XC657841-Crypturellus obsoletus DCB 477-26.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,8:03,18:00,2004-08-16,2021-06-20,[],DCB 477-26,no,no,no,,,no,,,44100
606683,Crypturellus,obsoletus,Brown Tinamou,GABRIEL LEITE,Brazil,"Mata dos Caetés, Vargem Alta-ES, Espírito Santo",-20.618,-40.9869,950,call,uncertain,adult,field recording,//xeno-canto.org/606683,https://xeno-canto.org/606683/download,XC606683-Crypturellus obsoletus_Vargem Alta.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:25,07:00,2020-11-23,2020-12-02,[],,no,no,no,,,no,,,48000
494959,Crypturellus,obsoletus,Brown Tinamou,Marcelo J Feliti,Brazil,"Paranapiacaba,Santo André, São Paulo State",-23.7745,-46.3021,850,song,,,field recording,//xeno-canto.org/494959,https://xeno-canto.org/494959/download,XC494959-C. obsoletus_mp3.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:43,11:00,2019-08-10,2019-08-31,[],,no,no,no,,,no,,,48000
427265,Crypturellus,obsoletus,Brown Tinamou,Caio Brito,Brazil,"Trilha dos Tucanos, Tapirai, São Paulo",-24.003673,-47.003673,730,canto,,,field recording,//xeno-canto.org/427265,https://xeno-canto.org/427265/download,XC427265-Crypturellus obsoletus -Caio Brito-(Tapirai)-BRITO1676.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:32,08:15,2016-05-16,2018-07-23,"['Biatas nigropectus', 'Saltator fuliginosus']","habitat:Mata Atlântica;
recorder:Sony PCM-M10;
microphone:Sennheiser ME-066;
volume setting:7.;
weather:Nublado;",unknown,unknown,unknown,,,no,,,48000
424637,Crypturellus,obsoletus,Brown Tinamou,Marcelo Jordani Feliti,Brazil,"Paranapiacaba,Santo André, São Paulo State",-23.7745,-46.3021,850,song,,,field recording,//xeno-canto.org/424637,https://xeno-canto.org/424637/download,XC424637-Crypturellus obsoletus.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:50,07:00,2016-09-17,2018-07-12,[],,no,no,no,,,no,,,48000
414933,Crypturellus,obsoletus,Brown Tinamou,JAYRSON ARAUJO DE OLIVEIRA,Brazil,"Foz do Iguaçu, Foz do Iguaçu, Paraná",-25.5163,-54.5854,180,song,,,field recording,//xeno-canto.org/414933,https://xeno-canto.org/414933/download,XC414933-Inhambu chinta XENO (Crypturellus tataupa)22-09-17 6e22.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:03,6:22,2017-09-22,2018-05-12,[],,no,no,no,,,no,,,44100
414872,Crypturellus,obsoletus,Brown Tinamou,JAYRSON ARAUJO DE OLIVEIRA,Brazil,Curitiba - Paraná State,-25.426,-49.312,950,song,,,field recording,//xeno-canto.org/414872,https://xeno-canto.org/414872/download,XC414872-Inhambuguacu XENO (CUR.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:03,7:57,2017-11-09,2018-05-12,[],,no,no,no,,,no,,,44100
348637,Crypturellus,obsoletus,Brown Tinamou,Rodrigo Dela Rosa,Brazil,"Estrada dos tucanos, Paraibuna, São Paulo",-23.5813,-45.492,800,song,,,field recording,//xeno-canto.org/348637,https://xeno-canto.org/348637/download,XC348637-Crypturellus obsoletus.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,1:47,06:30,2014-11-30,2017-01-01,"['Basileuterus culicivorus', 'Tinamus solitarius', 'Saltator similis', 'Patagioenas plumbea', 'Schiffornis virescens', 'Attila rufus', 'Chamaeza meruloides']",,no,no,no,,,no,,,48000
344287,Crypturellus,obsoletus,Brown Tinamou,Rodrigo Dela Rosa,Brazil,"RPPN Fazenda Renópolis, Santo Antônio do Pinhal, São Paulo",-22.803,-45.6227,1400,song,,,field recording,//xeno-canto.org/344287,https://xeno-canto.org/344287/download,XC344287-Crypturellus obsoletus.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:46,16:00,2016-11-27,2016-11-28,['Crypturellus tataupa'],,no,no,no,,,no,,,48000
341011,Crypturellus,obsoletus,Brown Tinamou,Mateus G. Santos ,Brazil,"Poções, Bahia",-14.5439,-40.2688,1000,song,male,,field recording,//xeno-canto.org/341011,https://xeno-canto.org/341011/download,XC341011-Inhambuguaçu.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:03,05:00,2016-10-14,2016-11-01,[],,no,no,no,,,no,,,44100
337077,Crypturellus,obsoletus,Brown Tinamou,Odirlei Vieira da Fonseca,Brazil,"Estação Ecológica de Santa Lúcia, Santa Teresa, Espírito Santo",-19.9475,-40.5777,700,song,,,field recording,//xeno-canto.org/337077,https://xeno-canto.org/337077/download,XC337077-1191_02.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,1:40,09:30,2016-08-19,2016-10-05,"['Caryothraustes canadensis', 'Schiffornis virescens']",Other type song. Same individual (XC337076),no,no,no,,,no,,,48000
337076,Crypturellus,obsoletus,Brown Tinamou,Odirlei Vieira da Fonseca,Brazil,"Estação Ecológica de Santa Lúcia, Santa Teresa, Espírito Santo",-19.9475,-40.5777,700,song,,,field recording,//xeno-canto.org/337076,https://xeno-canto.org/337076/download,XC337076-1191_01.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:59,09:30,2016-08-19,2016-10-05,[],Humid forest next to stream. ,no,no,no,,,no,,,48000
335296,Crypturellus,obsoletus,Brown Tinamou,Robson Silva e Silva,Brazil,"Jardim Melvi, Praia Grande, São Paulo",-24.0299,-46.5463,10,call,,,field recording,//xeno-canto.org/335296,https://xeno-canto.org/335296/download,XC335296-Crypturellus obsoletus Praia Grande 11 09 2016 RSS.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,3:05,07:00,2016-09-11,2016-09-19,['Myiothlypis rivularis'],,no,no,no,,,no,,,44100
332201,Crypturellus,obsoletus,Brown Tinamou,Jeremy Minns,Brazil,"Teresópolis, RJ. Canoas",-22.4001,-42.9001,950,call,,,field recording,//xeno-canto.org/332201,https://xeno-canto.org/332201/download,XC332201-CRYOBS32.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,1:18,08:47,2002-09-11,2016-08-24,['Chiroxiphia caudata'],montane secondary growth,no,no,no,,,no,,,44100
288347,Crypturellus,obsoletus,Brown Tinamou,Marcelo Villegas,Brazil,"São José dos Pinhais, São José dos Pinhais, Paraná",-25.5631,-49.0604,900,song,,,field recording,//xeno-canto.org/288347,https://xeno-canto.org/288347/download,XC288347-CLest4_5_Cobso.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:40,09:00,2015-03-09,2015-11-02,[],,no,no,no,,,no,,,48000
221859,Crypturellus,obsoletus,Brown Tinamou,Peter Boesman,Brazil,"Itapoá - Volta Velha, Santa Catarina",-26.1166666667,-48.5833333333,,song,,,field recording,//xeno-canto.org/221859,https://xeno-canto.org/221859/download,XC221859-Brown Tinamou A 138.mp3,//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:25,18:00,2004-08-09,2015-03-22,[],ID certainty 100%. (Archiv. tape 333 side B track 48 seq. A),unknown,unknown,unknown,,,no,,,44100
221858,Crypturellus,obsoletus,Brown Tinamou,Peter Boesman,Brazil,"Ubatuba - Folha Seca road, Sao Paulo",-23.4666666667,-45.1,,song,,,field recording,//xeno-canto.org/221858,https://xeno-canto.org/221858/download,XC221858-Brown Tinamou A 135.mp3,//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:53,16:30,2004-07-22,2015-03-22,[],ID certainty 100%. (Archiv. tape 321 side A track 5 seq. C),unknown,unknown,unknown,,,no,,,44100
217866,Crypturellus,obsoletus,Brown Tinamou,Jeremy Minns,Brazil,São Francisco de Paula,-29.4501,-50.5667,850,song,,,field recording,//xeno-canto.org/217866,https://xeno-canto.org/217866/download,XC217866-CRYOBS15.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:13,07:17,2002-11-27,2015-03-19,"['Myiothlypis leucoblephara', 'Xiphorhynchus fuscus', 'Vireo chivi']",sub-montane humid forest,yes,yes,no,,,no,,,44100
217865,Crypturellus,obsoletus,Brown Tinamou,Jeremy Minns,Brazil,"Ubatuba, SP. Corcovado",-23.4727,-45.1892,20,"call, song",,,field recording,//xeno-canto.org/217865,https://xeno-canto.org/217865/download,XC217865-CRYOBS29.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:41,06:40,1995-05-01,2015-03-19,[],Humid forest at the foot of the Serra do Mar,no,no,no,,,no,,,44100
192674,Crypturellus,obsoletus,Brown Tinamou,Roberto Buss Stringari,Brazil,"Balneário Camboriú, Balneário Camboriú, Santa Catarina",-26.9862,-48.6476,70,song,,,field recording,//xeno-canto.org/192674,https://xeno-canto.org/192674/download,"XC192674-Crypturellus obsoletus (Bal. Camboriú, 19.08.14).mp3",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:09,10:30,2014-08-19,2014-08-25,[],,yes,yes,yes,,,no,,,44100
189613,Crypturellus,obsoletus,Brown Tinamou,Rodrigo Dela Rosa,Brazil,"Parque Natural Augusto Rushi, São José dos Campos, SP",-23.07,-45.939,750,song,female,juvenile,field recording,//xeno-canto.org/189613,https://xeno-canto.org/189613/download,XC189613-Crypturellus obsoletus 1.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,1:35,07:30,2014-08-03,2014-08-04,[],,no,no,no,,,no,,,48000
189513,Crypturellus,obsoletus,Brown Tinamou,Luiz Gabriel Mazzoni,Brazil,"Fechos Ecological Station, Nova Lima, Nova Lima, Minas Gerais",-20.0642,-43.9638,1200,song,,,field recording,//xeno-canto.org/189513,https://xeno-canto.org/189513/download,XC189513-LGM-043.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:46,07:08,2011-12-21,2014-08-03,"['Herpsilochmus atricapillus', 'Chiroxiphia caudata', 'Sporophila frontalis', 'Basileuterus culicivorus', 'Lepidocolaptes squamatus']",,no,no,yes,,,no,,,48000
178593,Crypturellus,obsoletus,Brown Tinamou,Marco Manhães,Brazil,"Reserva Biológica Municipal Poço D'Anta, Juiz de Fora, MG.",-21.757,-43.31,850,song,uncertain,,field recording,//xeno-canto.org/178593,https://xeno-canto.org/178593/download,XC178593-C-obsoletus-JF-PD-04-05-2014-07h15min+5dB.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:06,07:15,2014-05-04,2014-05-19,[],,no,no,no,,,no,,,44100
176295,Crypturellus,obsoletus,Brown Tinamou,João Antônio de B. Vitto,Brazil,"Urussanga, Santa Catarina",-28.5186,-49.3243,60,call,,,field recording,//xeno-canto.org/176295,https://xeno-canto.org/176295/download,XC176295-INHAMBUGUAÇU - URUSSANGA - 08-10-11.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,1:08,16:00,2011-10-08,2014-04-27,[],,no,no,no,,,no,,,44100
171118,Crypturellus,obsoletus,Brown Tinamou,Bruno Lima,Brazil,"Bairro do Guaraú, Peruíbe, São Paulo State",-24.3167,-47.01,10,"call, song","female, male",,field recording,//xeno-canto.org/171118,https://xeno-canto.org/171118/download,XC171118-Crypturellus_obsoletus_BrunoLima_Guaraú_2013.mp3,//creativecommons.org/licenses/by-nc-sa/3.0/,A,0:41,17:00,2013-10-08,2014-03-26,[],,yes,yes,no,,,no,,,44100
164486,Crypturellus,obsoletus,Brown Tinamou,Vitor Herdy,Brazil,"Araponga, Minas Gerais",-20.6665,-42.5222,950,song,,,field recording,//xeno-canto.org/164486,https://xeno-canto.org/164486/download,XC164486-C obsoletus canto.mp3,//creativecommons.org/licenses/by-nc-sa/3.0/,A,0:24,07:30,2013-12-27,2014-01-13,[],,yes,yes,no,,,no,,,44100
145686,Crypturellus,obsoletus,Brown Tinamou,Antonio Silveira,Brazil,Serra do Mar State Park. Picinguaba,-23.3334,-44.8834,5,song,,,field recording,//xeno-canto.org/145686,https://xeno-canto.org/145686/download,XC145686-Crypturellus obsoletus-Picinguaba-SP-Brazil-10-91-ASilveira.mp3,//creativecommons.org/licenses/by-nc-sa/3.0/,A,0:22,10:00,1991-10-01,2013-08-19,[],,yes,yes,no,,,no,,,22050
115085,Crypturellus,obsoletus,Brown Tinamou,Noé Eiterer,Brazil,"Juiz de Fora, Minas Gerais",-21.765,-43.3488,700,song,female,,field recording,//xeno-canto.org/115085,https://xeno-canto.org/115085/download,XC115085-Crypturellus_obsoletus-JF.mp3,//creativecommons.org/licenses/by-nc-sa/3.0/,A,0:06,09:30,2012-11-03,2012-12-21,['Saltator fuliginosus'],,no,no,yes,,,no,,,44100
115082,Crypturellus,obsoletus,Brown Tinamou,Noé Eiterer,Brazil,"Viçosa, Minas Gerais",-20.79,-42.8882,800,"call, song",,,field recording,//xeno-canto.org/115082,https://xeno-canto.org/115082/download,XC115082-inhambuguaçu2.mp3,//creativecommons.org/licenses/by-nc-sa/3.0/,A,0:46,08:00,2012-09-07,2012-12-21,[],,no,no,yes,,,no,,,44100
113190,Crypturellus,obsoletus,Brown Tinamou,Eduardo D. Schultz,Brazil,Serra da Cantareira State Park. São Paulo,-23.4667,-46.6167,800,"call, song",,,field recording,//xeno-canto.org/113190,https://xeno-canto.org/113190/download,XC113190-12112003'.mp3,//creativecommons.org/licenses/by-nc-sa/3.0/,A,1:11,09:00,2012-11-20,2012-11-21,"['Tinamus solitarius', 'Myiothlypis leucoblephara']",,no,no,no,,,no,,,44100
109180,Crypturellus,obsoletus,Brown Tinamou,Antonio Silveira,Brazil,"Picinguaba,Ubatuba,São Paulo State",-23.357,-44.834,10,song,,,field recording,//xeno-canto.org/109180,https://xeno-canto.org/109180/download,Crypturellus-obsoletus-Picinguaba-SP-Brazil-10-91-ASilveira.mp3,//creativecommons.org/licenses/by-nc-nd/2.5/,A,0:22,9am,1991-10-00,2012-09-03,[],,unknown,unknown,unknown,,,no,,,22050
85856,Crypturellus,obsoletus,Brown Tinamou,Cid Espínola,Brazil,Campo Belo do Sul - Santa Catarina State,-27.9,-50.759,1017,song,,,field recording,//xeno-canto.org/85856,https://xeno-canto.org/85856/download,0617_083601_c_obsoletus.mp3,//creativecommons.org/licenses/by-nc-nd/2.5/,A,2:37,08:36,2011-06-17,2011-08-05,[],Duet; short song ,unknown,unknown,unknown,,,no,,,48000
85046,Crypturellus,obsoletus,Brown Tinamou,Jeremy Minns,Brazil,Sao Francisco de Paula National Forest,-29.4334,-50.4667,900,"song, long song",,,field recording,//xeno-canto.org/85046,https://xeno-canto.org/85046/download,CRYOBS24.mp3,//creativecommons.org/licenses/by-nc-sa/3.0/,A,0:15,13:43,2002-11-27,2011-08-02,['Cacicus chrysopterus'],Edge of disturbed forest with araucarias.,unknown,unknown,unknown,,,no,,,44100
85044,Crypturellus,obsoletus,Brown Tinamou,Jeremy Minns,Brazil,"Boraceia Biological Station, SP state",-23.6334,-45.8667,825,"call, song, medium song",,,field recording,//xeno-canto.org/85044,https://xeno-canto.org/85044/download,CRYOBS21.mp3,//creativecommons.org/licenses/by-nc-sa/3.0/,A,0:47,09:22,2000-04-05,2011-08-02,['Selenidera maculirostris'],Montane forest.,unknown,unknown,unknown,,,no,,,44100
85043,Crypturellus,obsoletus,Brown Tinamou,Jeremy Minns,Brazil,"Teresópolis, RJ. Canoas",-22.4001,-42.9001,900,"song, short, medium and long songs",,,field recording,//xeno-canto.org/85043,https://xeno-canto.org/85043/download,CRYOBS13.mp3,//creativecommons.org/licenses/by-nc-sa/3.0/,A,1:49,08:50,2002-09-11,2011-08-02,"['Chiroxiphia caudata', 'Schiffornis virescens']",Fazenda Lagoinhas. Secondary montane forest. Two or more birds vocalizing.,unknown,unknown,unknown,,,no,,,44100
61641,Crypturellus,obsoletus,Brown Tinamou,Frank Lambert,Brazil,"Reserva Ecológica de Guapiaçu, RJ",-22.5001,-42.7167,700,"song, short song",,,field recording,//xeno-canto.org/61641,https://xeno-canto.org/61641/download,TINTataupa-FL Regua 25Aug06 700m.mp3,//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:37,10:00,2006-08-25,2010-09-03,[],,no,no,no,,,no,,,44100
58529,Crypturellus,obsoletus,Brown Tinamou,Renan Campos de Oliveira,Brazil,"Parque Estadual Mata dos Godoy, Londrina, Parana",-23.4501,-51.2334,600,song,,,field recording,//xeno-canto.org/58529,https://xeno-canto.org/58529/download,Crypturellus obsoletus (PEMG).mp3,//creativecommons.org/licenses/by-nc-nd/2.5/,A,0:21,7:31,2010-06-25,2010-07-23,[],,unknown,unknown,unknown,,,no,,,44100
45557,Crypturellus,obsoletus,Brown Tinamou,Bernabe Lopez-Lanus,Brazil,"Itatiaia NP, Tres Picos trail, RJ",-22.4167,-44.6001,?,song,,,field recording,//xeno-canto.org/45557,https://xeno-canto.org/45557/download,Crypturellus obsoletus_Trilha Tres Picos_PN Itatiaia_Rio de Janeiro_Brasil_22FEB04_Bernabe Lopez-Lanus.mp3,//creativecommons.org/licenses/by-nc-sa/3.0/,A,0:23,am,2004-02-22,2010-03-17,[],,unknown,unknown,unknown,,,no,,,44100
41953,Crypturellus,obsoletus,Brown Tinamou,Adrian Eisen Rupp,Brazil,"Poço Verde, Parque Nacional das Araucárias, Ponte Serrada, Santa Catarina",-26.8131,-51.9031,880,song,,,field recording,//xeno-canto.org/41953,https://xeno-canto.org/41953/download,Crypturelus obsoletus_Poco Verde_PARNA das Araucarias_Passos Maia_SC_22-05-2009 (2).mp3,//creativecommons.org/licenses/by-nc-nd/2.5/,A,0:53,?,2009-05-22,2009-12-31,[],,unknown,unknown,unknown,,,no,,,44100
41872,Crypturellus,obsoletus,Brown Tinamou,Adrian Eisen Rupp,Brazil,"Fazenda Santa Rita, Parque Nacional da Serra do Itajaí, Indaial, Santa Catarina",-27.1073,-49.1573,740,song,,,field recording,//xeno-canto.org/41872,https://xeno-canto.org/41872/download,Crypturellus obsoletus_Faz. Santa Rita_PNSI_Indaial_SC_22-10-2009.mp3,//creativecommons.org/licenses/by-nc-nd/2.5/,A,1:22,?,2009-10-22,2009-12-29,[],,unknown,unknown,unknown,,,no,,,44100
27557,Crypturellus,obsoletus,Brown Tinamou,Guilherme R R Brito,Brazil,"Left bank of Rio Teles Pires, Paranaita, Mato Grosso",-9.2373,-56.9851,170,song,,,field recording,//xeno-canto.org/27557,https://xeno-canto.org/27557/download,Crypturellus_obsoletus_areaF_ME_Teles_Pires.mp3,//creativecommons.org/licenses/by-nc-nd/2.5/,A,0:44,17:00,2008-10-03,2009-01-06,[],two individuals,unknown,unknown,unknown,,,no,,,44100
24497,Crypturellus,obsoletus,Brown Tinamou,Adrian Eisen Rupp,Brazil,"Gleba maior Reserva Biológica Estadual do Sassafrás, Doutor Pedrinho, Santa Catarina",-26.7117,-49.6756,920,song,,,field recording,//xeno-canto.org/24497,https://xeno-canto.org/24497/download,Crypturellus obsoletus_REBIO SASSAFRAS_Doutor Pedrinho_SC_05-VI-2008.mp3,//creativecommons.org/licenses/by-nc-nd/2.5/,A,0:13,?,2008-06-05,2008-11-25,[],,unknown,unknown,unknown,,,no,,,44100
22521,Crypturellus,obsoletus,Brown Tinamou,Joao Menezes,Brazil,"Poço Preto trail, Iguaçu NP, Parana state",-25.6084,-54.4326,220,song,,,field recording,//xeno-canto.org/22521,https://xeno-canto.org/22521/download,Crypturellus obsoletus - PNIBr080215_0702 + B. ruficapillus.mp3,//creativecommons.org/licenses/by-nc-nd/2.5/,A,0:22,7:02,2008-07-15,2008-11-20,['Baryphthengus ruficapillus'],Couple.,unknown,unknown,unknown,,,no,,,44100
13034,Crypturellus,obsoletus,Brown Tinamou,Leonardo Pimentel,Brazil,"Reserva Ecológica de Guapiaçu, RJ",-22.5001,-42.7167,?,song,,,field recording,//xeno-canto.org/13034,https://xeno-canto.org/13034/download,Crypturellus obsoletus.mp3,//creativecommons.org/licenses/by-nc-nd/2.5/,A,0:50,11:45,2006-09-27,2008-11-20,"['Procnias nudicollis', 'Tangara seledon', 'Turdus albicollis', 'Orthogonys chloricterus']",,unknown,unknown,unknown,,,no,,,44100
1407,Crypturellus,obsoletus,Brown Tinamou,Don Jones,Brazil,"Itatiaia NP, RJ",-22.38,-44.63,?,song,,,field recording,//xeno-canto.org/1407,https://xeno-canto.org/1407/download,brtina.mp3,//creativecommons.org/licenses/by-nc-nd/2.5/,A,0:44,?,1997-09-08,2008-11-20,[],different song types,unknown,unknown,unknown,,,no,,,22050
740588,Crypturellus,obsoletus,Brown Tinamou,Nykolas da Rocha Moreira,Brazil,"São Francisco do Sul, Santa Catarina",-26.2783,-48.5898,20,duet,"female, male",adult,field recording,//xeno-canto.org/740588,https://xeno-canto.org/740588/download,XC740588-inhambu terreno (online-audio-converter.com).mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:57,17:30,2022-07-30,2022-07-30,[],,no,no,no,,,no,,,44100
709074,Crypturellus,obsoletus,Brown Tinamou,Nykolas da Rocha Moreira,Brazil,"São Francisco do Sul, Santa Catarina",-26.2952,-48.6588,30,song,uncertain,adult,field recording,//xeno-canto.org/709074,https://xeno-canto.org/709074/download,XC709074-Crypturellus_obsoletus-3456842.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:23,17:30,2019-08-16,2022-03-16,['Turdus albicollis'],,no,no,no,,,no,,,44100
677687,Crypturellus,obsoletus,Brown Tinamou,JAYRSON ARAUJO DE OLIVEIRA,Brazil,"Tremembé, São Paulo",-22.9437,-45.6758,700,song,uncertain,uncertain,field recording,//xeno-canto.org/677687,https://xeno-canto.org/677687/download,XC677687-22-09-2021 18e1 Inhambuguacu TREMEMBE G1.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:45,18:01,2021-09-22,2021-10-01,[],,no,no,no,,,no,,,44100
536693,Crypturellus,obsoletus,Brown Tinamou,Fernando Igor de Godoy,Brazil,"Purus River, Boca do Acre, State of Amazonas",-8.7512,-68.9938,150,song,,,field recording,//xeno-canto.org/536693,https://xeno-canto.org/536693/download,XC536693-2143 Crypturellus obsoletus(song)UPA02_SeringalMacapa_Pauini_AM_260617_FIG.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:26,08:30,2017-06-26,2020-03-21,[],FCF02143 - Fonoteca Casa da Floresta.,no,no,no,,,no,,,44100
522085,Crypturellus,obsoletus,Brown Tinamou,Jarrod Swackhamer,Brazil,"Cristalino Jungle Lodge, MT",-9.5981,-55.932,260,song,,,field recording,//xeno-canto.org/522085,https://xeno-canto.org/522085/download,XC522085-BRtinamou_100318_7am.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:04,08:00,2018-10-03,2020-01-23,[],,no,no,no,,,no,,,44100
426076,Crypturellus,obsoletus,Brown Tinamou,Guilherme de Melo Becher,Brazil,"Doutor Pedrinho, Santa Catarina",-26.7144,-49.4833,550,song,,,field recording,//xeno-canto.org/426076,https://xeno-canto.org/426076/download,XC426076-180707_0317 C.obsoletus.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:54,08:00,2018-07-07,2018-07-19,[],,no,no,no,,,no,,,48000
411806,Crypturellus,obsoletus,Brown Tinamou,JAYRSON ARAUJO DE OLIVEIRA,Brazil,"Florianópolis, Pousada sitio dos tucanos, Santa Catarina",-27.7693,-48.5322,20,song,,,field recording,//xeno-canto.org/411806,https://xeno-canto.org/411806/download,XC411806-Inhambuguacu 12-4-18 17e56.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:34,17:56,2018-04-12,2018-04-22,[],,no,no,no,,,no,,,44100
391817,Crypturellus,obsoletus,Brown Tinamou,Bobby Wilcox,Brazil,"Green Trail, Reserva Ecológica de Guapiaçu, RJ",-22.4179,-42.7379,170,song,male,,field recording,//xeno-canto.org/391817,https://xeno-canto.org/391817/download,XC391817-171016 BRTI PB 25ft GREEN 0800 mp3 amp.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:14,14:00,2017-10-16,2017-11-05,['Attila rufus'],"Heard first then used playback to try to get a look, about 25ft away in mid-successional Atlantic rain forest. Slightly similar sounding Grey-hooded Attila sings at 0:00, 0:05 and 0:12, sometimes slightly overlapping with Tinamou.",no,no,yes,,,no,,,48000
344613,Crypturellus,obsoletus,Brown Tinamou,Rodrigo Dela Rosa,Brazil,"Reserva Guainumbi, São Luiz do Paraitinga, São Paulo",-23.3178,-45.1648,1000,song,,,field recording,//xeno-canto.org/344613,https://xeno-canto.org/344613/download,XC344613-Crypturellus obsoletus.MP3,//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:26,09:00,2011-01-02,2016-11-30,[],,no,no,no,,,no,,,48000
329382,Crypturellus,obsoletus,Brown Tinamou,Marcus Braun,Brazil,"RPPN Serra Bonita, Camacan, Bahia.",-15.3851,-39.5709,850,song,,,field recording,//xeno-canto.org/329382,https://xeno-canto.org/329382/download,XC329382-Brown TinamouAU_SB_20150727_071743 (online-audio-converter.com).mp3,//creativecommons.org/licenses/by-nc-nd/4.0/,B,1:03,07:17,2015-07-27,2016-07-30,['Ilicura militaris'],Two birds singing. The one in the background gives the full  song. ,no,no,no,,,no,,,44100
299612,Crypturellus,obsoletus,Brown Tinamou,Fernando Igor de Godoy,Brazil,"Monte Alegre, Telêmaco Borba, Paraná",-24.2783,-50.5306,850,call,,,field recording,//xeno-canto.org/299612,https://xeno-canto.org/299612/download,XC299612-219 Crypturellus obsoletus (single call)FazCerradinhoKlabin220711Telemaco_BorbaPR.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:09,06:30,2011-07-22,2016-01-18,[],FNJV 29593 - Casa da Floresta,no,no,no,,,no,,,48000
